Introduction-1,7,1
Introduction-2,7,2
existing_technologies-1,7,3
existing_technologies-2,7,4
finance-1,7,5
finance-2,7,6
technology_design_production-1,7,7
technology_design_production-2,7,8
lawmaking-1,7,9
lawmaking-2,7,10
delegation_of_voting_rights,7,11
justice,7,12
mass_media_health,7,13
health,7,14
overcrowding_education_charity,7,15
charity,7,16
