1,en,gb,English,en-US
1,ru,ru,Русский,ru-RU
1,uk,ua,Український,uk-UA
1,kk,kz,Қазақ тілі,kk-KZ
1,fr,fr,Le français,fr-FR
1,it,it,Lo Italiano,it-IT
1,de,de,Deutsch,de-DE
